Name;Category;Description;Price before tax;Tax Rule ID;Quantity;Image
Ultra Pro Pudełko na karty Deck Box Solid Purple;Akcesoria/Akcesoria do pakowania;"Pudełko na karty Ultra Pro Deck Box Solid Purple
Pudełko na karty służy do bezpiecznego transportu i przechowywania talii około 80 kart w koszulkach lub 100 bez koszulek.
Łatwe w zamykaniu.";6.09;1;10;https://magiccafe.eu/wp-content/uploads/2024/07/da7125e48deece8b5fce5bd264c70256-1.jpg
Pudełko Ultra Pro Satin Tower Green Zielone;Akcesoria/Akcesoria do pakowania;"Pudełko na karty Ultra-Pro Satin Tower Deck Box.
Mieści 100 kart w koszulkach. W dole pudełka znajduje się miejsce na akcesoria.";36.58;1;8;https://magiccafe.eu/wp-content/uploads/2024/07/c569da4afaa399c46e3256482a264588-1.jpg
Toploader Ultra Pro Regular Red 25szt;Akcesoria/Akcesoria do pakowania;"Toploader Ultra Pro Regular Red 25szt
Idealny produkt do ochorny kart do karcianek typu Magic the Gathering, Pokemon itd.";12.11;1;6;https://magiccafe.eu/wp-content/uploads/2024/01/638fc6492ba86c77013edb30f8bb43ea.png
Pudełko na 25 kart – Ultra Pro Storage Box 2szt;Akcesoria/Akcesoria do pakowania;Pudełko na 25 kart – Ultra Pro Storage Box  2szt;3.73;1;0;https://magiccafe.eu/wp-content/uploads/2023/09/d8af8655f4eb45f3205a0de6ffc2e86f.png
Ultra Pro Hinged Clear Box Pudełko na 50 kart;Akcesoria/Akcesoria do pakowania;"Ultra Pro Hinged Clear Box Pudełko na 50 kart
Mieści 50 kart o standardowym rozmiarze
Zamknięcie na zatrzask
Bezpieczne dla kart, nie zawiera PCV / kwasu
Ultra przezroczyste na karty kolekcjonerskie";3.73;1;9;https://magiccafe.eu/wp-content/uploads/2023/09/b73babb9f8606a7e489ba8ce24643056.png
Ultra Pro Regular Toploader 3×4 + Sleeves 200szt;Akcesoria/Akcesoria do pakowania;"Toploadery Regular 3×4 200 szt. + sleevy Ultra Pro
W opakowaniu znajduje się 200 sztuk twardych koszulek na karty oraz 200 miękkich koszulek soft sleeves. Kupując pojedyncze paczki toploaderów po 20-25 zł i soft sleevów za taki zestaw trzeba zapłacić około 200 zł, więc to duża oszczędność.
Idealny produkt do ochorny kart do karcianek typu Magic the Gathering, Pokemon itd.
Nowe, fabrycznie zafoliowane.
Opis ze strony producenta:
Protect your valuable trading cards with authentic Ultra PRO toploaders and clear sleeves, made for standard size 2.5″ x 3.5″ trading cards up to 35 points in thickness. The toploaders’ interior can hold cards up to 2-1/2″ x 3-1/2″ (63.5mm x 88.9mm) in size, while the sleeves are made for a loose fit around standard 2.5″ x 3.5″ cards. Insert your card into the clear, archival-safe polypropylene sleeve, then insert the combination into a toploader for rigid protection to minimize dents and physical damage to the card. The set comes with 200 toploaders and 200 clear sleeves.
For standard size trading cards measuring 2-1/2″ x 3-1/2″
Rigid toploaders protect cards during handling
Soft card sleeves made with non-PVC polypropylene film
Ultra clear for superior card presentation";80.48;1;3;https://magiccafe.eu/wp-content/uploads/2024/07/5b2dc6ced5e6ab2a8067b5c101bd1481.jpg
Ultra Pro UV One Touch Magnetic Holder 35PT;Akcesoria/Akcesoria do pakowania;"Ultra Pro UV One Touch Magnetic Holder 35PT
Doskonały do przechowywania wartościowych kart.
Produkt nowy, fabrycznie zapakowany.
Opis ze strony producenta:
Designed as the final destination for your collectible cards, our two-piece One Touch holders are uniquely designed with slide-in hinge and magnetic closure so you’ll never have to use a screwdriver again. The holder provides UV-resistant, no-PVC and acid free protection to ensure your valuable hit retains its condition while under display. Our One Touch holders are ideal for presenting prized and super rare gaming cards as well. This model can hold standard cards (2-1/2″ X 3-1/2″) up to 35pt in thickness.";8.05;1;3;https://magiccafe.eu/wp-content/uploads/2024/07/391ff1ae85afd2d764e1321d76279c3c.webp
Ultra Pro Hinged Clear Box Pudełko na 15 kart;Akcesoria/Akcesoria do pakowania;"Ultra Pro Hinged Clear Box Pudełko na 15 kart
Mieści 15 kart o standardowym rozmiarze i grubości do 35PT
Zamknięcie na zatrzask
Bezpieczne dla kart, nie zawiera PCV / kwasu
Ultra przezroczyste na karty kolekcjonerskie
Przeznaczony do umieszczania kart bez koszul
wymiar wew.  91x66x15
Wymiar zew.: 95x77x19mm";3.0;1;1;https://magiccafe.eu/wp-content/uploads/2023/09/4171469e407350b23507af5a41abc957.png
Toploader Ultra Pro Regular 3×5 25 szt;Akcesoria/Akcesoria do pakowania;"Toploader Ultra Pro Regular 3×5 25 szt
Idealny produkt do ochorny kart do karcianek typu Magic the Gathering, Pokemon itd.";16.09;1;5;https://magiccafe.eu/wp-content/uploads/2024/01/34ecf859b28ccd2f75dca98441c9947c.png
Toploader Ultra Pro 130PT Super Thick;Akcesoria/Akcesoria do pakowania;Idealny produkt do ochrony kart do karcianek typu Magic the Gathering, Pokemon itp.;14.95;1;3;https://magiccafe.eu/wp-content/uploads/2023/09/66f068a06f299138b4869e29b0c74e3d.png
Toploader Ultra Pro Regular Black 25szt;Akcesoria/Akcesoria do pakowania;"Toploader Ultra Pro Regular Black 25szt
Idealny produkt do ochorny kart do karcianek typu Magic the Gathering, Pokemon itd.";12.11;1;1;https://magiccafe.eu/wp-content/uploads/2024/01/eac592057f7604da96dda224152269cf.png
Toploader Ultra Pro 260PT  Super Thick 10szt;Akcesoria/Akcesoria do pakowania;"Toploader Ultra Pro 260PT  Super Thick 
Idealny produkt do ochrony kart do karcianek typu Magic the Gathering, Pokemon itp.";18.69;1;5;https://magiccafe.eu/wp-content/uploads/2023/09/85e52ed17ccde3dd5bfbbba45c5cc073.png
TCG GURU 25 Regular Toploader 3″x4″ Standard;Akcesoria/Akcesoria do pakowania;"TCG GURU 25 Regular Toploader 3″x4″ Standard
Perfect for 2 1/2 x 3 1/2 Cards
Protect your cards
Clear";10.56;1;9;https://magiccafe.eu/wp-content/uploads/2024/07/Projekt-bez-nazwy-29.png
Toploader Ultra Pro Regular 3×4 25szt;Akcesoria/Akcesoria do pakowania;"Toploader Ultra Pro Regular 3×4 25szt
Idealny produkt do ochorny kart do karcianek typu Magic the Gathering, Pokemon itd.";11.62;1;6;https://magiccafe.eu/wp-content/uploads/2024/01/9bb0c92e4c77d63220795ecff08384fe.png
UP Vintage Card UV One Touch Magnetic Holder;Akcesoria/Akcesoria do pakowania;"Ultra Pro Vintage Card UV One Touch Magnetic Holder
Doskonały do przechowywania wartościowych kart.
Produkt nowy, fabrycznie zapakowany.
Opis ze strony producenta:
The Vintage ONE-TOUCH is a premium storage & display designed as the final destination for your collectible trading cards. The two-piece ONE-TOUCH holders are uniquely designed with slide-in hinges and magnetic closure so you’ll never have to use a screwdriver again. The holder uses UV-blocking additives to protect your card from harmful UV-rays, and is made with non-PVC materials to provide acid-free protection – ensuring your valuable hit retains its condition while under display. This model can hold vintage size cards (2 ⅝ in. x 3 ¾ in.) up to 35pt in thickness.(Card not included)ONE-TOUCH magnetic storage and display for vintage size cards (2 ⅝ in. x 3 ¾ in.) up to 35pt in thicknessDiamond corners to keep card corners in mint conditionMade with non-PVC materials with UV-blocking additives for premium protectionFrosted borders and ultra clear materials to show your card’s true colors with premium presentationSlide-in hinge and magnetic closure keeps your card secure";8.93;1;7;https://magiccafe.eu/wp-content/uploads/2024/04/61421ee04fe42ab51a925a211502542b.webp
Koszulki KMC Standard Sleeves  Perfect Hard (50);Akcesoria/Akcesoria do pakowania;"Koszulki KMC Standard Sleeves  Perfect Hard 50 szt 
Koszulki KMC Standard Sleeves  Perfect Hard   dopasowane do najpopularniejszych kolekcjonerskich gier karcianych.";13.81;1;4;https://magiccafe.eu/wp-content/uploads/2023/09/79630b275ccc93046dc674ea220b79cc.png
Toploader Ultra Pro 100PT  Super Thick 25 szt;Akcesoria/Akcesoria do pakowania;"Toploader Ultra Pro 120PT  Super Thick
Idealny produkt do ochrony kart do karcianek typu Magic the Gathering, Pokemon itp.";23.5;1;0;https://magiccafe.eu/wp-content/uploads/2023/09/3188bea7907b24c5c542e1edef681d26.png
Toploader Ultra Pro 120PT  Super Thick;Akcesoria/Akcesoria do pakowania;"Toploader Ultra Pro 120PT  Super Thick
Idealny produkt do ochrony kart do karcianek typu Magic the Gathering, Pokemon itp.";14.95;1;7;https://magiccafe.eu/wp-content/uploads/2023/09/a8ac5499a47ee5cdb13775bea3e4acba.png
Ultra Pro Pudełko na karty Eclipse PRO 100+ Royal Purple;Akcesoria/Akcesoria do pakowania;"Deckbox Pro 100+ Eclipse Royal Purple
Wyjątkowe pudełko na talię Pro-Deck Box w kolorze fioletowym. Wykonane z plastiku. Mieści ponad 100 kart MtG w protektorach. Fabrycznie nowe, ofoliowane.
Idealne do talii Commander.";11.37;1;9;https://magiccafe.eu/wp-content/uploads/2024/07/1fc30fc107acc690f1993db63e8503fa-1.png
Toploader Ultra Pro Regular Green 25szt;Akcesoria/Akcesoria do pakowania;"Toploader Ultra Pro Regular Green 
W opakowaniu znajduje się 25 sztuk twardych koszulek na karty w wersji zielonej.
Idealny produkt do ochrony kart do karcianek typu Magic the Gathering, Pokemon itp.";12.35;1;4;https://magiccafe.eu/wp-content/uploads/2023/09/b4a44d4d40a50d631c8022a36b1e03ba.png
Ultra Pro  Regular Toploader Premium 3”x4” 25szt;Akcesoria/Akcesoria do pakowania;"Ultra Pro  Regular Toploader Premium 3”x4”
Idealny produkt do ochorny kart do karcianek typu Magic the Gathering, Pokemon itd.";14.22;1;2;https://magiccafe.eu/wp-content/uploads/2023/09/c923147922a99f0d5adc14746d8a64d3.png
Toploader Ultra Pro 75PT  Super Thick  Rookie Gold 25szt;Akcesoria/Akcesoria do pakowania;"Toploader Ultra Pro 75PT  Super Thick  Rookie Gold 25szt
Idealny produkt do ochrony kart do karcianek typu Magic the Gathering, Pokemon itp.";14.95;1;4;https://magiccafe.eu/wp-content/uploads/2023/09/1daa80a4bc5ddf756c105be57223ee12.png
Ultra Pro Hinged Clear Box Pudełko na 35 kart;Akcesoria/Akcesoria do pakowania;"Ultra Pro Hinged Clear Box Pudełko na 35 kart  
Mieści 35 kart o standardowym rozmiarze i grubości do 35PT
Zamknięcie na zatrzask
Bezpieczne dla kart, nie zawiera PCV / kwasu
Ultra przezroczyste na karty kolekcjonerskie
Przeznaczony do umieszczania kart bez koszul
wymiar wew.  91x66x15
Wymiar zew.: 95x77x19mm";4.46;1;6;https://magiccafe.eu/wp-content/uploads/2023/09/ef42e477c44c839305f90683f0cc6810.png
Ultra Pro  Regular Toploader + Sleeves 100szt;Akcesoria/Akcesoria do pakowania;"Ultra Pro  Regular Toploader + Sleeves 100szt
W opakowaniu znajduje się 100 sztuk twardych koszulek na karty oraz 100 miękkich koszulek soft sleeves. Kupując pojedyncze paczki toploaderów po 20-25 zł i soft sleevów za taki zestaw trzeba zapłacić około 90 zł, więc to duża oszczędność.
Idealny produkt do ochorny kart do karcianek typu Magic the Gathering, Pokemon itd.
Nowe, fabrycznie zafoliowane.
Idealny produkt do ochrony kart do karcianek typu Magic the Gathering, Pokemon itp.";47.96;1;4;https://magiccafe.eu/wp-content/uploads/2023/09/f1a32c32bc988aefbb106b3ee17555dc.png
Blackfire 9-Pocket Premium Zip Album Biały;Akcesoria/Albumy;"Blackfire 9-Pocket Premium Zip Album Biały
Na każdej stronie mieszczą się 4 karty (2×2). Album zamykany na zamek.";73.16;1;8;https://magiccafe.eu/wp-content/uploads/2023/07/ed12950279808d5062ccd7d62cc0ce95.png
Album Zippered Pro Binder 9-pocket Silver;Akcesoria/Albumy;"Zippered Pro Binder 9-pocket Silver
Zawartość:
Pomieści 360 kart.";93.48;1;2;https://magiccafe.eu/wp-content/uploads/2023/09/8f0872a5fe70632ef85fe296aa766b31.jpg
Album Vivid Ultra Pro 9-Pocket Zippered PRO-Binder Green;Akcesoria/Albumy;"Album Ultra Pro Vivid 9-Pocket Zippered PRO-Binder Green
Pomieści do 360 kart w protektorach.";85.36;1;1;https://magiccafe.eu/wp-content/uploads/2024/07/fbbe29e159a7b69e1d12c8eacf9bf1d9.jpg
TCG GURU Binder Album 9-pocket Black;Akcesoria/Albumy;"TCG GURU Album 9-pocket Black
Jest to album na wszystkie karty standardowego wymiaru do gier takich jak: One Piece, Pokemon, Star Wars, Magic The Gathering, Lorcana, Flesh and Blood i wiele innych.
Album pomieści do 360 kart w protektorach.
Całość zabezpiecza elastyczna gumka.
Z marką TCG Guru możesz być pewien, że zapewnisz swoim kartom Perfect protection for your collection.
Fabrycznie nowe, oryginalnie zapakowane.";43.89;1;0;https://magiccafe.eu/wp-content/uploads/2024/08/99802d2cb402eb4b6ed723ed54086417.png
Album 12-pocket zip pro binder Pikachu;Akcesoria/Albumy;"Album 12-pocket zip pro binder PIKACHU
Zawartość:
Pomieści 360 kart.";130.07;1;10;https://magiccafe.eu/wp-content/uploads/2023/09/16141deda0b2aced286b1ae1491e1b86.png
Album 9-Pocket Pro-Binder Eclipse Sky Blue;Akcesoria/Albumy;"Album Ultra Pro PRO-Binder 9-Pocket Eclipse Sky Blue
Pomieści do 360 kart w protektorach.";73.16;1;4;https://magiccafe.eu/wp-content/uploads/2024/06/2481b693bc593e24591d4f6b580558ce.jpg
Album Gamegenic Casual 9-Pocket Binder Red;Akcesoria/Albumy;"Album z 20 dwustronnie wyłożonymi arkuszami, każdy z 18 kieszeniami, zdolny pomieścić 360 kart podwójnie osłoniętych*
Solidnie wykonany, z elastyczną gumką zabezpieczającą zamknięcie.
Odporny na uszkodzenia mechaniczne, doskonały towarzysz podróży.
Przystosowany zarówno do kart w rozmiarze standardowym, jak i japońskim standardowym.
Stworzony z wysokiej jakości materiałów.
Nie zawiera substancji kwasowych ani PVC.";44.63;1;2;https://magiccafe.eu/wp-content/uploads/2024/07/3842954dff0300ca7498bacbc6f23fef-1200x1200.png
Gamegenic: Zip-Up Album 24-Pocket Black;Akcesoria/Albumy;"Gamegenic – Zip-Up Album 24-Pocket Black
Czarny album na 480 kart, zamykany na zamek błyskawiczny
CZYM JEST ZIP-UP ALBUM?
Wysokiej jakości album, który pomieści do 480 kart. Doświadczeni gracze z pewnością pokochają jego wytrzymałe i wysokiej jakości strony, które pozwalają wygodnie przechowywać karty. Warta docenienia jest również elegancka okładka zamykana na suwak, która zabezpiecza karty przed swobodnym przemieszczaniem się kart, zniszczeniami i zabrudzeniami.
Dwustronne strony albumu ładowane z boku zapewniają utrzymanie kolecji w porządku. Album przystosowany jest do kart w rozmiarze standard i standard-Japanese, nawet podwójnie zakoszulkowanych!
CECHY
Album złożony z 20 dwustronnych arkuszy z 24 kieszeniami, mieszczący 480 podwójnie zakoszulkowanych kart*
Wytrzymała i elegancka z bezpiecznym zamkiem
Album odporny na uszkodzenia mechaniczne, idealny do zabrania w podróż
Przystosowany do kart w rozmiarze standard i standard-Japanese
Wykonany z wysokiej jakości surowców: tworzywa Nexofyber i wyściółki z mikrofibry
Brak związków kwasowych
Bez domieszek polichlorku winylu";86.17;1;8;https://magiccafe.eu/wp-content/uploads/2024/05/5d0dcf394f68869034f91f5481c0dea7.jpg
Album Pokémon Snorlax & Munchlax 9-Pocket Pro Binder;Akcesoria/Albumy;"Album Pokémon Snorlax & Munchlax 9-Pocket Pro Binder posiada żywą, pełną grafikę okładkę Snorlaxa i Munchlaxa z  elastycznym zapięciem  na pasek.
Boczne kieszenie i materiał o niskim współczynniku tarcia pomagają utrzymać karty na miejscu. Bezpiecznie przechowuje do 360 kart na bezpiecznych dla archiwizacji, wolnych od  stron niezawierających PCV. Idealny dla gracza TCG lub kolekcjonera, który kocha Śpiące Pokémony!";69.1;1;3;https://magiccafe.eu/wp-content/uploads/2023/10/70af618c65f8a7c648458fc7e1e48169.png
Ultra Pro Album 12-pocket Pro Binder Eclipse Smoke Grey;Akcesoria/Albumy;"Album 12-pocket Pro Binder Eclipse Smoke Grey
Pomieści do 480 kart.";77.23;1;4;https://magiccafe.eu/wp-content/uploads/2023/09/0ee594bccdfc536cefd724505270ade1.png
Gamegenic: Casual Album 24-Pocket  White;Akcesoria/Albumy;"Biały album na 480 kart, zamykany na gumkęCZYM JEST CASUAL ALBUM?
Wysokiej jakości album, który pomieści do 480 kart. Doświadczeni gracze z pewnością pokochają jego wytrzymałe i wysokiej jakości strony, które pozwalają wygodnie przechowywać karty. Warta docenienia jest również odporna na zniszczenia okładka zamykana na gumkę, która doskonale utrzymuje zawartość albumu w ryzach.
Dwustronne strony albumu ładowane z boku zapewniają utrzymanie kolecji w porządku. Album przystosowany jest do kart w rozmiarze standard i standard-Japanese, nawet podwójnie zakoszulkowanych!";63.41;1;1;https://magiccafe.eu/wp-content/uploads/2024/05/57bf2720175cfcc8fbf0b29290742994.jpg
Album 9-pocket Pro Binder Eclipse Arctic White;Akcesoria/Albumy;"9-pocket Pro Binder Eclipse Arctic White
Pomieści do 360 kart w protektorach.";73.16;1;10;https://magiccafe.eu/wp-content/uploads/2023/09/bd3f970bf8963349624afe4ae6fbe72c.webp
Album Vivid Ultra Pro 12 Pocket Zippered Binder Purple;Akcesoria/Albumy;"Album Vivid Pro 12 Pocket Zippered Binder Purple
Album Vivid Pro to idealne rozwiązanie dla pasjonatów kolekcjonowania kart. Ten fioletowy, elegancki album został zaprojektowany, aby pomieścić do 480 kart w protektorach. Dzięki 12 kieszeniom z zamkiem błyskawicznym, Twoje ulubione karty będą bezpiecznie przechowywane i zawsze pod ręką.";119.5;1;2;https://magiccafe.eu/wp-content/uploads/2023/10/d198784900c7f17bd807bc6b5b0bd8d5.png
Album 4-pocket Portfolio SV2;Akcesoria/Albumy;"Album 4-pocket Portfolio SV2
Można w nim umieścić 40 kart.";27.63;1;8;https://magiccafe.eu/wp-content/uploads/2023/09/3234bd1a3845d83bd614be87b7181e10.jpg
Album Gamegenic Casual 24-Pocket Black;Akcesoria/Albumy;"CZYM JEST CASUAL ALBUM?
Wysokiej jakości album, który pomieści do 480 kart. Doświadczeni gracze z pewnością pokochają jego wytrzymałe i wysokiej jakości strony, które pozwalają wygodnie przechowywać karty. Warta docenienia jest również odporna na zniszczenia okładka zamykana na gumkę, która doskonale utrzymuje zawartość albumu w ryzach.   Dwustronne strony albumu ładowane z boku zapewniają utrzymanie kolekcji w porządku. Album przystosowany jest do kart w rozmiarze standard i standard-Japanese, nawet podwójnie zakoszulkowanych!";56.83;1;1;https://magiccafe.eu/wp-content/uploads/2024/06/f56d4b2cf997dda7992ac86436b6e943.jpg
Album 9-Pocket Portfolio Silver Tempest;Akcesoria/Albumy;"Album 9-Pocket Portfolio Sword & Shield Silver Tempest
Mieści 126 kart  pojedynczo załadowanych oraz do 252 karty podwójnie załadowane.";39.76;1;3;https://magiccafe.eu/wp-content/uploads/2023/09/75629c45f2dd8238c7829f13347ba7b2.jpg
Album 9-pocket Collectors Portfolio Blue;Akcesoria/Albumy;"Album 9-pocket Collectors Portfolio Blue
Zawartość:
Pomieści 80 podwójnie.";23.57;1;5;https://magiccafe.eu/wp-content/uploads/2023/09/ba27a3bbb223cf56f3cbff84160560be.jpg
Album Ultra Pro Vivid Deluxe 9-Pocket Zippered PRO-Binder Red;Akcesoria/Albumy;"Album Ultra Pro Vivid Deluxe 9-Pocket Zippered PRO-Binder Red
Bardzo solidny i dobrze wykonany album na karty.Zawiera 20 czarnych stron z bocznym wsadem.Może pomieścić do 360 standardowych kart w protektorach Ultra ProSuwak powoduje, że album w trakcie transportu pozostanie zamknięty.Nie zawiera kart ani protektorów.";204.87;1;8;https://magiccafe.eu/wp-content/uploads/2024/08/25709698a9f0fc28dce0aaf0c13d071b.jpg
Album Ultra Pro PRO-Binder 4-Pocket Eclipse Pumpkin Orange;Akcesoria/Albumy;"Bardzo solidny i dobrze wykonany album na karty w formacie zbliżonym do kartki A5.
Zawiera 20 czarnych stron z bocznym wsadem (format strony 2×2 karty).
Może pomieścić do 160 standardowych kart w protektorach Ultra Pro.
Gumka powoduje, że album w trakcie transportu pozostanie zamknięty.";32.51;1;5;https://magiccafe.eu/wp-content/uploads/2024/07/752e1a90da5c2c5814571a8a050b3abc.webp
TCG GURU Binder Album 12-pocket Leather Black;Akcesoria/Albumy;"TCG GURU Album 12-pocket Leather Black
Jest to album na wszystkie karty standardowego wymiaru do gier takich jak: One Piece, Pokemon, Star Wars, Magic The Gathering, Lorcana, Flesh and Blood i wiele innych. Album pomieści do 480 kart w protektorach.
Dodatkowym atutem jest zamek błyskawiczny, który chroni Twoją kolekcję.
To, co wyróżnia nasz produkt, to nie tylko jego elegancki wygląd, ale także niezwykle atrakcyjna cena, która idzie w parze z najwyższą jakością.
Z marką TCG Guru możesz być pewien, że zapewnisz swoim kartom Perfect protection for your collection.
Fabrycznie nowe, oryginalnie zapakowane.";80.48;1;0;https://magiccafe.eu/wp-content/uploads/2024/08/0b500bc8c0157cb2dbb3ff17e5d59ac6-1200x1697.png
Album Vivid Ultra Pro 4 Pocket Zippered Binder Black;Akcesoria/Albumy;"Album Ultra Pro Vivid 4-Pocket Zippered PRO-Binder Black
Pomieści do 160 kart w protektorach.";60.97;1;9;https://magiccafe.eu/wp-content/uploads/2024/08/f8b2c9214b95009ded98b228cfdd339f.webp
Blackfire 4-Pocket Premium Album Niebieski;Akcesoria/Albumy;"Blackfire 4-Pocket Premium Album Blue Niebieski (160 kart)
Idealny produkt do gier karcianych typu Magic the Gathering, Pokemon itp.
Na każdej stronie mieszczą się 4 karty (2×2).";36.58;1;9;https://magiccafe.eu/wp-content/uploads/2024/08/189238f6724f7902e0ea45c3c1291e3e.webp
Album 9-pocket Pro Binder Premium Zippered Arceus;Akcesoria/Albumy;"Album 9-pocket Pro Binder Premium Zippered Arceus
Mieści do 360 kart.";104.87;1;1;https://magiccafe.eu/wp-content/uploads/2023/09/bf83b722035e58a3c768e0ec8e3eb9b8.jpg
Disney Lorcana Shimmering Skies Cardback Portfolio;Akcesoria/Albumy;"Świętowanie właśnie się rozpoczęło, a Ty jesteś zaproszony! Spotkasz się z Illumineerami i glimmerami w pobliżu Wielkiego Illuminarium, gdzie czekają na Ciebie gry, jedzenie, muzyka, tańce i wiele więcej. Lista gości obejmuje nowe twarze, takie jak Ralph Demolka i jego pikselowi przyjaciele z Arkady Litwaka, a także Anna, Elsa i Olaf, którzy właśnie wrócili ze swojej ostatniej przygody w Zaklętym Lesie. To wydarzenie, które królestwo zapamięta na zawsze!
Portfolio zabezpieczy karty w standardowym rozmiarze i uławi ich przechowywanie.";60.89;1;10;https://magiccafe.eu/wp-content/uploads/2024/08/5489a02d806728dda5aeb02f8baaae64.jpg
Album Gamegenic Casual 18-Pocket Binder Yellow;Akcesoria/Albumy;"Pojemność: Zdolny pomieścić 360 podwójnie zakoszulkowanych kart, rozłożonych na 20 dwustronnych arkuszach z 18 kieszeniami.
Solidna konstrukcja: Produkt wytrzymały, który zapewnia ochronę przed uszkodzeniami mechanicznymi, idealny do zabrania w podróż.
Bezpieczeństwo przechowywania: Posiada bezpieczne zamknięcie w postaci gumki, zapewniające, że karty pozostaną na swoim miejscu.
Uniwersalność: Przystosowany do przechowywania kart o standardowym i japońskim rozmiarze.
Wysoka jakość: Wykonany z najwyższej jakości surowców, co zapewnia trwałość i długotrwałą ochronę kart.
Bezpieczeństwo dla kolekcji: Nie zawiera związków kwasowych ani domieszek polichlorku winylu, co przyczynia się do długotrwałości przechowywanych kart.";44.63;1;5;https://magiccafe.eu/wp-content/uploads/2024/07/80d992f9df727f7c824a5c3f57802f8c-1200x1200.png
Album Vivid Ultra Pro 12 Pocket Zippered Binder Yellow;Akcesoria/Albumy;"Album Vivid Pro 12 Pocket Zippered Binder Yellow
Album Vivid Pro to idealne rozwiązanie dla pasjonatów kolekcjonowania kart. Ten żółty, elegancki album został zaprojektowany, aby pomieścić do 480 kart w protektorach. Dzięki 12 kieszeniom z zamkiem błyskawicznym, Twoje ulubione karty będą bezpiecznie przechowywane i zawsze pod ręką.";119.5;1;10;https://magiccafe.eu/wp-content/uploads/2023/10/785255e90b9ce92f927f622859b0db87.jpg
Album 9-pocket Pro Binder Eclipse Jet Black;Akcesoria/Albumy;"Album 9-pocket Pro Binder Eclipse Jet Black
Pomieści do 360 kart w protektorach.";73.16;1;8;https://magiccafe.eu/wp-content/uploads/2023/09/5cf0f84823ecb9da2f70f56c24dae98d.webp
Gamegenic: Casual Album 18-Pocket Red;Akcesoria/Albumy;"Czerwony album na 360 kart, zamykany na gumkęCZYM JEST CASUAL ALBUM?
Wysokiej jakości album, który pomieści do 360 kart. Doświadczeni gracze z pewnością pokochają jego wytrzymałe i wysokiej jakości strony, które pozwalają wygodnie przechowywać karty. Warta docenienia jest również odporna na zniszczenia okładka zamykana na gumkę, która doskonale utrzymuje zawartość albumu w ryzach.
Dwustronne strony albumu ładowane z boku zapewniają utrzymanie kolecji w porządku. Album przystosowany jest do kart w rozmiarze standard i standard-Japanese, nawet podwójnie zakoszulkowanych!";44.63;1;3;https://magiccafe.eu/wp-content/uploads/2024/05/d4fe7af3a4a1060a0bfdd18eedf4c3c0.jpg
Segregator Gamegenic Prime Ring Binder White;Akcesoria/Albumy;"Segregator najwyższej jakości, idealny dla wymagających graczy, który pozwoli przechowywać strony o pojemności 9- lub 18-kieszeniowej.
Jego solidna, grubo wyściełana oprawa zapewnia doskonałą ochronę przed przypadkowym uszkodzeniem, zniszczeniami i zabrudzeniami, co sprawia, że będzie to niezawodny towarzysz Twojej kolekcji kart.
Pojemność na strony 9- lub 12-kieszeniowe
Solidna i elegancka konstrukcja
Wyposażony w trzy pierścienie w kształcie litery D, zapewniające stabilność i łatwość użytkowania
Odporność na uszkodzenia mechaniczne, idealny do bezpiecznego transportu kart w każdych warunkach
Wykonany z najwyższej jakości materiałów, w tym z tworzywa Nexofyber i wyściełki z mikrofibry, gwarantujących trwałość i ochronę Twojej kolekcji.
Z tym segregatorem będziesz mógł cieszyć się spokojem, wiedząc, że Twoje karty są bezpieczne i zorganizowane, gotowe do gry w każdej chwili.";71.46;1;7;https://magiccafe.eu/wp-content/uploads/2024/03/285fd771012245e02f21ffa66364d5a8-1200x1200.png
Album Gamegenic Casual 18-Pocket Black;Akcesoria/Albumy;"CZYM JEST CASUAL ALBUM?
Wysokiej jakości album, który pomieści do 360 kart. Doświadczeni gracze z pewnością pokochają jego wytrzymałe i wysokiej jakości strony, które pozwalają wygodnie przechowywać karty. Warta docenienia jest również odporna na zniszczenia okładka zamykana na gumkę, która doskonale utrzymuje zawartość albumu w ryzach.
Dwustronne strony albumu ładowane z boku zapewniają utrzymanie kolecji w porządku. Album przystosowany jest do kart w rozmiarze standard i standard-Japanese, nawet podwójnie zakoszulkowanych!";44.63;1;2;https://magiccafe.eu/wp-content/uploads/2024/06/e9f5e7ab649e115d77084d7ae5fc445b-1200x1200.jpg
Album Vivid Ultra Pro 4 Pocket Zippered Binder Light Blue;Akcesoria/Albumy;"Album Ultra Pro Vivid 4-Pocket Zippered PRO-Binder Light Blue
Pomieści do 160 kart w protektorach.";65.85;1;10;https://magiccafe.eu/wp-content/uploads/2024/08/d670ab60a7f399e0575f61a8e7097df0.jpg
Album 9-pocket Portfolio Lost Origin;Akcesoria/Albumy;"Album 9-pocket Portfolio Lost Origin
Mieści 126 kart pojedynczo lub 252 podwójnie.";43.08;1;8;https://magiccafe.eu/wp-content/uploads/2023/09/20b39f5a324bfeb9fca54241750b145a.jpg
Album Pokemon Ultra Pro 4-Pocket Portfolio Frosted Forest;Akcesoria/Albumy;"Album Pokemon Ultra Pro 4-Pocket Portfolio Gallery Series Frosted Forest
Można w nim umieścić 40 kart (pojedynczo) lub 80 podwójnie.";21.13;1;4;https://magiccafe.eu/wp-content/uploads/2024/08/39068ad11a05e797b7c19ba8c7d2b475.jpg
